Transaction Date,Type,Coin,Status,Fee,Amount,Address,Txid,Aud
1/12/2022 11:35,Receive,VTHO,Complete,,0.00978243,,,1.519E-05
29/11/2022 11:16,Receive,ONG,Complete,,0.01117687,,,0.004393135
31/10/2022 13:34,Receive,ONG,Complete,,0.0110411,,,0.00565153
31/10/2022 12:19,Receive,VTHO,Complete,,0.00974824,,,2.11336E-05
26/09/2022 22:01,Receive,ONG,Complete,,0.01115571,,,0.005746361
26/09/2022 13:23,Receive,VTHO,Complete,,0.00968177,,,2.15428E-05
30/08/2022 12:07,Receive,ONG,Complete,,0.01112055,,,0.006078903
30/08/2022 11:16,Receive,VTHO,Complete,,0.00970427,,,2.3375E-05
29/07/2022 12:11,Receive,ONG,Complete,,0.01054595,,,0.006280232
29/07/2022 11:05,Receive,VTHO,Complete,,0.00970847,,,2.91693E-05
1/07/2022 11:02,Receive,ONG,Complete,,0.00987502,,,0.005334529
1/07/2022 10:22,Receive,VTHO,Complete,,0.00949681,,,2.10077E-05
1/06/2022 23:53,Receive,USDT,Complete,,200,0xd952beecffc6bc1228e83d0457d25d5a39555abf,0xf7b86858aad6b35e2b8284cc873dd0163a948e570c3fb396b0c53e2239a3fcb0,275.42405
30/05/2022 16:22,Receive,LUNA2,Complete,,0.04285159,,,0.34
30/05/2022 10:26,Receive,VTHO,Complete,,0.0092754,,,2.55259E-05
29/05/2022 14:15,Receive,ONG,Complete,,0.00820848,,,0.004718257
28/04/2022 13:20,Receive,ONG,Complete,,0.00818473,,,0.008615195
28/04/2022 12:17,Receive,VTHO,Complete,,0.00918842,,,4.76953E-05
31/03/2022 9:10,Receive,VTHO,Complete,,0.00905963,,,7.47043E-05
30/03/2022 17:51,Receive,SOLO,Complete,,0.00445634,,,0
29/03/2022 10:05,Receive,ONG,Complete,,0.00906363,,,0.010642585
2/03/2022 12:38,Receive,VTHO,Complete,,0.00881919,,,4.34988E-05
28/02/2022 11:16,Receive,ONG,Complete,,0.00842314,,,0.008966778
31/01/2022 21:12,Receive,ONG,Complete,,0.00859626,,,0.007683967
31/01/2022 20:18,Receive,VTHO,Complete,,0.00861085,,,4.20683E-05
31/12/2021 9:18,Receive,ONG,Complete,,0.00986493,,,0.010659987
31/12/2021 8:41,Receive,VTHO,Complete,,0.00853731,,,7.73968E-05
18/11/2021 12:24,Receive,ONG,Complete,,0.00975355,,,0.016556238
18/11/2021 11:39,Receive,VTHO,Complete,,0.00862339,,,0.00011241
29/10/2021 13:11,Receive,ONG,Complete,,0.01033832,,,0.01625398
29/10/2021 11:37,Receive,VTHO,Complete,,0.00867914,,,0.000111386
7/10/2021 16:05,Receive,SGB,Complete,,0.1511,,,0.123902
23/09/2021 12:48,Receive,ONG,Complete,,0.00943986,,,0.014664842
21/09/2021 16:29,Receive,VTHO,Complete,,0.00872046,,,9.75042E-05
26/08/2021 10:38,Receive,VTHO,Complete,,0.00871006,,,0.000148819
26/08/2021 10:00,Receive,ONG,Complete,,0.00911898,,,0.015226641
25/07/2021 14:09,Send,MATIC,Complete,12,-52.74208566,0x57a0DD27C4af7c87d142Bb9FC8De83fe929F1AeB,0xcb2301bcb8858ce4affa738ef4b4cc9f787431e0b3d3f124f768f09fb0c95754,68.35330236
23/07/2021 14:17,Receive,ONG,Complete,,0.00924595,,,0.008619631
23/07/2021 11:51,Receive,VTHO,Complete,,0.00869855,,,6.10269E-05
28/06/2021 14:06,Receive,VTHO,Complete,,0.00757075,,,6.2953E-05
28/06/2021 10:49,Receive,ONG,Complete,,0.00542992,,,0.004036159
15/05/2021 11:44,Receive,ONG,Complete,,0.00546591,,,0.006051487
15/05/2021 11:17,Receive,VTHO,Complete,,0.00783326,,,0.000147168
6/05/2021 22:33,Receive,KMD,Complete,,150.098533,,d3364005d1dd7a3904beee7b90d13071c12834ce07794ce952676f5d773dc361,666.7964442
4/05/2021 10:11,Receive,ONG,Complete,,0.00469705,,,0.006143879
26/04/2021 15:48,Receive,VTHO,Complete,,0.00793959,,,0.000175853
7/04/2021 23:13,Send,ETH,Complete,0.01,-2.31813972,0x57a0DD27C4af7c87d142Bb9FC8De83fe929F1AeB,0xcc0cec8ec8cc147b657511a4215f944b4db081adb9fc514ccfa3167ada0c1a9f,6169.411764
1/04/2021 22:54,Receive,AION,Complete,,2498.99979,,0x1dfdf0567fade92331a8a160b2a889072a697a44bad4ddcee09403a727657937,1118.2555
24/03/2021 19:33,Send,ETH,Complete,0.01,-1.48435363,0xa4e2c583fb4a26b592082599fca08e7cc21f5039,0xddca05e2f546baaf139cb56b7dd0b50d8810d12c2bb7aa7069a9813ffc5c210d,3396.904028
24/03/2021 19:25,Receive,ETH,Complete,,1.48435363,0x274f3c32c90517975e29dfc209a23f315c1e5fc7,0xd9ecfc53b6f319e3ceef39d3af2e491f25485fa9ee3a977f009105a4408e9607,3327.359332
19/03/2021 11:50,Send,ETH,Complete,0.01,-1.6210112,0x97de6AB414E745977B1e7d18A94D16DB5B8a1F14,0x1f2a6e35073cdf32054e285ebbdcaeb3200a97fc4fa05a84893331e030871016,3752.262476
19/03/2021 11:26,Send,BTC,Complete,0.0003,-0.06885295,bc1qj964hfds0m6pdxm8ypvan4t4guj3n52uardvv2,6a8e99bc5a131dcfc02f3f836e7c5c299bc302ed9751a82c8b4ef40d32a7736b,5074.022855
16/03/2021 11:27,Receive,ONG,Complete,,0.00487375,,,0.004757003
16/03/2021 11:09,Receive,VTHO,Complete,,0.00756842,,,0.000117376
22/02/2021 11:37,Receive,ONG,Complete,,0.00549441,,,0.00443238
22/02/2021 11:26,Receive,VTHO,Complete,,0.00762037,,,6.66852E-05
19/02/2021 20:25,Receive from dheeraj.kalkar@gmail.com,TRX,Complete,,3.003,,,0.2390026
19/02/2021 20:20,Send,TRX,Complete,,-3.003,TV9dB1yjPME2xyibwLfzXRc4aBsby3XDQE,,0.24054637
12/02/2021 14:08,Send,FTM,Complete,100,-84289.68954,0x9e9d9114f2f5b9b430096300ec8a1bcc1d480339,Exchange Send,20224.55366
12/02/2021 12:48,Receive,FTM,Complete,,84289.68954,0x9a8c4bdcd75cfa1059a6e453ac5ce9d3f5c82a35,0x6befe022414859d229b42d60137940a6e334149bf8e370551bcc078cfeffadfb,20842.40172
8/02/2021 20:46,Receive,GVT,Complete,,121.1653,0x121ea4edcd7fcc9dcdc0ca7bbcec8d34923285fc,0xef7135b543aafea15b84f4493d3109adf227bcda4a06463164fc3a7134ec6daf,498.6496733
29/01/2021 12:51,Send,FTM,Complete,125,-984.031579,0x76EFfcD3D06AC181918473083588AF43cb89D2a1,0x2a77e8ee67c82197de8ba6830336c4acefdae7876c7351c9a71927c3d8e355f0,174.9972584
28/01/2021 22:49,Receive,CHR,Complete,,10074.5773,0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,0x4d43d24a85597651c9bfd79632e5a45acd57e6e3343ac1b7136d15722425445f,462.6820147
20/01/2021 12:38,Receive,ONG,Complete,,0.00544447,,,0.001785725
20/01/2021 12:22,Receive,VTHO,Complete,,0.00758689,,,1.40261E-05
5/01/2021 21:49,Receive,ETH,Complete,,0.469029071,0x57a0dd27c4af7c87d142bb9fc8de83fe929f1aeb,0x81fd6471342f42f54f243628b1ffd6c976d89ba035144d7e9a84aadc544b250e,617.2270873
1/01/2021 9:53,Receive,UNI,Complete,,104.914823,0x57a0dd27c4af7c87d142bb9fc8de83fe929f1aeb,0x79924006e52aa112d4d3e9732d569041b04a7d83fb834f2e4315da715e0c54ff,709.5403966
15/12/2020 21:32,Receive,ONG,Complete,,0.00585428,,,0.001663918
15/12/2020 21:26,Receive,VTHO,Complete,,0.00804746,,,8.78131E-06
15/11/2020 10:46,Receive,ONG,Complete,,0.00628724,,,0.001038845
15/11/2020 10:36,Receive,VTHO,Complete,,0.00826413,,,8.33537E-06
15/10/2020 22:46,Receive,ONG,Complete,,0.00646125,,,0.001122757
15/10/2020 22:29,Receive,VTHO,Complete,,0.00843546,,,8.86558E-06
19/09/2020 16:16,Send,ETH,Complete,0.005,-2,0x57a0DD27C4af7c87d142Bb9FC8De83fe929F1AeB,0x81476107950248c1f67db7e7039e3716b389c509c5fd1615741e2c19f3d55f73,1081.91461
18/09/2020 13:55,Receive,ETH,Complete,,2,0x57a0dd27c4af7c87d142bb9fc8de83fe929f1aeb,0x0b3ca93aaeb53b2289e4f26f918f9e5f6979af315d8d10a2cd2f1017e11b6430,1051.693694
17/09/2020 18:01,Send,ETH,Complete,0.005,-0.6769184,0x57a0DD27C4af7c87d142Bb9FC8De83fe929F1AeB,0x3fa882bfeb6d92c72f9ab7552fa0b457d8c9b574efad95fc9a39a029c8c94288,366.820522
15/09/2020 12:39,Receive,ONG,Complete,,0.00678562,,,0.001479161
15/09/2020 12:33,Receive,VTHO,Complete,,0.00869898,,,1.10537E-05
14/08/2020 17:20,Receive,VTHO,Complete,,0.84187322,,,0.001762318
14/08/2020 17:16,Receive,ONG,Complete,,0.00712839,,,0.001907039
12/08/2020 9:49,Send,ETH,Complete,0.004,-0.09048627,0x57a0DD27C4af7c87d142Bb9FC8De83fe929F1AeB,0xbf4e8ec0cbdf217e66ea430c0ec4088dcfe7e5ab4cfca394a264563ad5616ad8,49.826667
10/08/2020 12:52,Send,UTK,Complete,17.23,-12963.95118,0x7a3d0806487a38ab5672a9a25d80bb06b8a8ed25,0xe103a3e99836501e54be805ba3e0d2ac82abefa9bb1e268be2e2617a65667e28,1880.996847
2/08/2020 15:15,Send,BNB,Complete,0.001,-6.26370184,bnb136ns6lfw4zs5hg4n85vdthaad7hq5m4gtkgf23,Exchange Send,186.74625
31/07/2020 13:41,Send,FTM,Complete,2.77,-40000,bnb1cl6fr9ccgqj4ez54katlttar5005gje69nhtuc,9EEFFE16532BF1652CC9905FDDD79DC5388E8CDD6F86023952F3496F62F29F6C,783.0804
30/07/2020 0:15,Send,ETH,Complete,0.004,-1.00958109,0x57a0DD27C4af7c87d142Bb9FC8De83fe929F1AeB,0xad3549d883589e781482bc9dd36398f54acf5d2acd079c23c398a950c3727192,471.54116
25/07/2020 23:31,Send,CRO,Complete,1,-5490,0xEFC4020fEe7B1fFb26C65892763BD4506B8db40b,0x57d3a162cd48a909846bd561a953dc1fd99b3d10b41545c7d0559615935b1ec1,1204.778688
24/07/2020 16:00,Send,MCO,Complete,0.4,-270.0305146,0xEFC4020fEe7B1fFb26C65892763BD4506B8db40b,0x52c9921134b38949996d273d67fe744d4bd8cadac8d74c00cc8dd56d96a9bd8f,1615.982061
21/07/2020 15:42,Send,BTC,Complete,0.0003,-0.01108089,1DSmZXwtv3JCaE5DDgM5Z4vsK1KtQVKzDg,bbce549ab349884da1d2d09f4ed15ed1db3acb61cd97d377e694d5eaa4e7bc09,148.493444
19/07/2020 21:53,Send,BTC,Complete,0.0003,-0.00973127,3KEVUnLYv6t8YbceLMj3HwMeTsYRqPtbw3,29d1193c1f63a2e9e864b767cd22f28e3ad3553e6b8e08db0a340caf4fa7b273,130.223855
18/07/2020 17:28,Send,ONT,Complete,1,-6,ALhr2369LnMGtV4sK8a5sajP6rQAKbHAQ2,8fa7bddb54bc29106446b2b6088a1fdbc704eeacb2c566ff9427eadcf55d976a,6.587092
18/07/2020 1:02,Receive,CRO,Complete,,5497.539579,0x46340b20830761efd32832a74d7169b29feb9758,0x9d789caa22dad887f25fe5c48a487b26181fff891fb19a4a35afafd01aaae741,1113.358307
15/07/2020 23:13,Receive,ONG,Complete,,0.00714349,,,0.002023143
15/07/2020 23:03,Receive,VTHO,Complete,,1.0113318,,,0.000136621
7/07/2020 0:12,Send,BTC,Complete,0.0003,-0.01152722,3KEVUnLYv6t8YbceLMj3HwMeTsYRqPtbw3,6a0a7d66b6888cd8a3bd1174ba327ee409767947829618560307af33439371c3,156.604253
19/06/2020 14:25,Send,ZIL,Complete,0.01,-21207.44404,zil1cm5qnelj2gldzs65glxzzh4jz9efdwzew3ea8x,Exchange Send,688.8216
18/06/2020 11:10,Receive,ONG,Complete,,0.0077389,,,undefined
18/06/2020 11:05,Receive,VTHO,Complete,,1.15023165,,,undefined
11/06/2020 0:55,Send,ETH,Complete,0.004,-0.19242896,0xEFC4020fEe7B1fFb26C65892763BD4506B8db40b,0x70bfc2f37d3f524285c225e7db284818002487147efea41a93790e3ef08f5a4c,69.598881
10/06/2020 20:47,Send,EOS,Complete,0.1,-309.2278,cryptocomeos,7e1771f5b525f940e031d5bd070ca399ea8b298011535caac6594632c3f132a8,1258.554629
7/06/2020 14:17,Receive,EOS,Complete,,287.5467,uv2bmaar25kw,f2d6e40238bf68051944dba326311f416d4a2373e395f8d04f5119b6b22a2fe0,1152.82555
26/05/2020 0:17,Send,ICX,Complete,0.02,-1500.462196,hxff2d8d80684b7f2acb0af9c37ed5ff2d20f94796,0xf8b323b5288a2d1beb0a368df8a7cbc5b0625a05ff795e8a8d7d3f6db2663c9e,764.703536
25/05/2020 23:57,Send,BNB,Complete,0.001,-27.88165049,bnb136ns6lfw4zs5hg4n85vdthaad7hq5m4gtkgf23,Exchange Send,721.05297
15/05/2020 12:53,Receive,VTHO,Complete,,1.22125705,,,undefined
15/05/2020 11:46,Receive,ONG,Complete,,0.00849572,,,undefined
15/04/2020 16:13,Receive,ONG,Complete,,0.00881849,,,undefined
15/04/2020 15:51,Receive,VTHO,Complete,,1.26424465,,,undefined
24/03/2020 11:11,Send,LTC,Complete,0.001,-2.2,LPCcPLw3Cd5mN4R1Ss54GF2yNkiWLEGMhF,023fc16c9b858a1d1f34d3f14df9c577dd0e7afa8e00aebab94188400d6e41fd,153.269318
24/03/2020 11:03,Send,XTZ,Complete,0.005,-100.1952666,tz1aHfP2JqtxuumLyFYT2ksXMmtspDLYmHxG,ooM978nFD1FL1MdDMfT8KCYTRebT7YbS4yStSs6KigxbovovjEh,301.372741
24/03/2020 10:47,Send,LINK,Complete,0.5,-100.5,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0xe38922bb3dedb075f76d53b172baaba92cbbabe38e605f92e1997f3d211e0139,400.579786
24/03/2020 10:20,Send,BTC,Complete,0.0003,-0.42455149,bc1q7da6a35egkz0flh5nrte9s8dxcrvsl9xsmchvg,c01e23808694c47f605e868f3017d9b9a27f19d9eba1f212b0dd5f6309f8cb99,4851.798449
16/03/2020 17:19,Receive,VTHO,Complete,,1.24251848,,,undefined
16/03/2020 17:13,Receive,ONG,Complete,,0.00875332,,,undefined
17/02/2020 15:21,Receive,ONG,Complete,,0.0087421,,,undefined
17/02/2020 14:37,Receive,VTHO,Complete,,1.26547439,,,undefined
12/02/2020 23:55,Send,LINK,Complete,0.5,-406.5,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0x446ec72396ccc925d69678486d4d1d36e2b3703f05f44cd72d637b39392f330c,2570.858588
12/02/2020 23:53,Send,ETH,Complete,0.004,-3.39842181,0x53080Bc6764c07B9D7e8F008F3c27253B3fca98b,0xebcb77facc33871f70babf26047bc3f2bf18a4917ec9dcc38766f78df1622f52,1336.79024
